Gene::701	Pathway::PC7_6941
Gene::2263	Pathway::PC7_6157
Gene::4616	Pathway::WP236_r80209
Gene::6119	Pathway::PC7_2530
Gene::1749	Pathway::WP2064_r79263
Gene::4214	Pathway::PC7_5558
Gene::6181	Pathway::WP477_r67139
Gene::4792	Pathway::PC7_3884
Gene::6194	Pathway::PC7_5330
Gene::26052	Pathway::PC7_1563
Gene::540	Pathway::WP3286_r84312
Gene::6197	Pathway::PC7_5772
Gene::640	Pathway::PC7_1563
Gene::25769	Pathway::PC7_7644
Gene::1812	Pathway::PC7_7457
Gene::777	Pathway::WP536_r80211
Gene::1286	Pathway::PC7_2668
Gene::1499	Pathway::PC7_7482
Gene::79339	Pathway::PC7_4043
Gene::5252	Pathway::PC7_6233
Gene::3845	Pathway::PC7_4779
Gene::60482	Pathway::PC7_8339
Gene::5695	Pathway::PC7_11384
Gene::3716	Pathway::PC7_4688
Gene::1890	Pathway::PC7_6661
Gene::5701	Pathway::PC7_4688
Gene::2913	Pathway::PC7_7439
Gene::8497	Pathway::PC7_5975
Gene::2263	Pathway::PC7_6149
Gene::79324	Pathway::PC7_6044
Gene::3726	Pathway::WP2873_r79696
Gene::5690	Pathway::PC7_7024
Gene::5330	Pathway::PC7_5322
Gene::8714	Pathway::WP2884_r83041
Gene::55663	Pathway::PC7_4112
Gene::51362	Pathway::PC7_12073
Gene::8340	Pathway::PC7_2575
Gene::219487	Pathway::PC7_4043
Gene::22	Pathway::PC7_8339
Gene::7534	Pathway::PC7_8430
Gene::5829	Pathway::PC7_1697
Gene::6191	Pathway::PC7_4112
Gene::56923	Pathway::PC7_2620
Gene::7478	Pathway::WP2853_r83014
Gene::120227	Pathway::PC7_5326
Gene::23229	Pathway::PC7_5890
Gene::5714	Pathway::PC7_1684
Gene::8331	Pathway::PC7_2674
Gene::100131827	Pathway::PC7_4116
Gene::5464	Pathway::PC7_2912
Gene::5605	Pathway::WP205_r80223
Gene::3293	Pathway::PC7_5322
Gene::245929	Pathway::PC7_3046
Gene::3399	Pathway::WP236_r80209
Gene::1950	Pathway::PC7_4688
Gene::27306	Pathway::PC7_1693
Gene::554	Pathway::PC7_6396
Gene::348995	Pathway::PC7_4766
Gene::84911	Pathway::PC7_4112
Gene::1994	Pathway::PC7_6911
Gene::1063	Pathway::PC7_5531
Gene::64924	Pathway::PC7_8833
Gene::23198	Pathway::PC7_5322
Gene::10018	Pathway::WP2380_r79953
Gene::64781	Pathway::WP1422_r79871
Gene::5997	Pathway::PC7_3993
Gene::10331	Pathway::PC7_4876
Gene::7525	Pathway::PC7_4284
Gene::5223	Pathway::WP534_r78585
Gene::3569	Pathway::PC7_2926
Gene::5690	Pathway::PC7_2833
Gene::6198	Pathway::PC7_6175
Gene::10240	Pathway::PC7_6057
Gene::26589	Pathway::PC7_5523
Gene::4041	Pathway::PC7_11463
Gene::891	Pathway::PC7_3072
Gene::112	Pathway::PC7_6173
Gene::6095	Pathway::PC7_5989
Gene::60495	Pathway::PC7_3278
Gene::1974	Pathway::PC7_2907
Gene::3836	Pathway::PC7_4771
Gene::6262	Pathway::WP2118_r71265
Gene::1399	Pathway::PC7_7475
Gene::3565	Pathway::WP530_r79331
Gene::1540	Pathway::PC7_4688
Gene::3570	Pathway::PC7_7267
Gene::3572	Pathway::PC7_7447
Gene::5685	Pathway::PC7_5327
Gene::100137049	Pathway::PC7_7742
Gene::5156	Pathway::WP51_r79977
Gene::5903	Pathway::PC7_8326
Gene::3717	Pathway::PC7_4583
Gene::9133	Pathway::PC7_2831
Gene::9365	Pathway::PC7_6157
Gene::9962	Pathway::PC7_3017
Gene::7978	Pathway::PC7_8317
Gene::1548	Pathway::PC7_5322
Gene::1499	Pathway::WP2572_r79947
Gene::4684	Pathway::PC7_3777
Gene::5706	Pathway::PC7_1563
Gene::7080	Pathway::WP3594_r84573
Gene::8178	Pathway::PC7_3653
Gene::891	Pathway::PC7_4301
Gene::23309	Pathway::PC7_3882
Gene::5290	Pathway::WP2032_r79960
Gene::55839	Pathway::PC7_5049
Gene::6654	Pathway::PC7_6140
Gene::192669	Pathway::PC7_6923
Gene::4893	Pathway::PC7_4688
Gene::2788	Pathway::WP536_r80211
Gene::28514	Pathway::PC7_5788
Gene::64798	Pathway::PC7_12078
Gene::6482	Pathway::PC7_8155
Gene::3759	Pathway::PC7_4016
Gene::843	Pathway::WP2377_r80437
Gene::5340	Pathway::PC7_3777
Gene::474382	Pathway::PC7_4112
Gene::908	Pathway::PC7_6566
Gene::2648	Pathway::PC7_7465
Gene::50852	Pathway::PC7_6994
Gene::5565	Pathway::PC7_1119
Gene::7157	Pathway::WP179_r70629
Gene::6480	Pathway::PC7_6540
Gene::10580	Pathway::WP185_r80036
Gene::6233	Pathway::PC7_4492
Gene::54905	Pathway::WP702_r73516
Gene::10393	Pathway::PC7_7427
Gene::3798	Pathway::PC7_1563
Gene::6508	Pathway::PC7_2089
Gene::2779	Pathway::PC7_3280
Gene::259293	Pathway::PC7_7439
Gene::9294	Pathway::WP247_r74422
Gene::6456	Pathway::PC7_4688
Gene::80896	Pathway::PC7_2100
Gene::6464	Pathway::PC7_4657
Gene::7439	Pathway::PC7_8339
Gene::7189	Pathway::PC7_7439
Gene::4907	Pathway::PC7_5322
Gene::7514	Pathway::PC7_5527
Gene::723790	Pathway::PC7_6072
Gene::5873	Pathway::PC7_6395
Gene::5294	Pathway::WP481_r82731
Gene::8354	Pathway::PC7_6072
Gene::1439	Pathway::PC7_7457
Gene::5710	Pathway::PC7_7231
Gene::2939	Pathway::WP2873_r79696
Gene::10393	Pathway::PC7_1130
Gene::4850	Pathway::PC7_5324
Gene::8359	Pathway::PC7_4112
Gene::3990	Pathway::WP325_r71223
Gene::25805	Pathway::PC7_7796
Gene::51073	Pathway::PC7_5523
Gene::210	Pathway::PC7_6532
Gene::1997	Pathway::PC7_6918
Gene::1459	Pathway::PC7_8773
Gene::5704	Pathway::PC7_11018
Gene::100049587	Pathway::PC7_4688
Gene::6391	Pathway::PC7_5322
Gene::10671	Pathway::PC7_4688
Gene::56998	Pathway::PC7_7483
Gene::1983	Pathway::PC7_4085
Gene::170692	Pathway::PC7_5999
Gene::8900	Pathway::PC7_5529
Gene::5593	Pathway::PC7_8208
Gene::81857	Pathway::PC7_3084
Gene::5525	Pathway::PC7_8681
Gene::5562	Pathway::WP3595_r84854
Gene::5706	Pathway::PC7_2519
Gene::284541	Pathway::PC7_3647
Gene::9254	Pathway::PC7_1577
Gene::5295	Pathway::WP254_r84652
Gene::5689	Pathway::PC7_1130
Gene::94134	Pathway::PC7_7439
Gene::10051	Pathway::PC7_5049
Gene::6229	Pathway::PC7_5972
Gene::5580	Pathway::PC7_3698
Gene::23198	Pathway::PC7_1537
Gene::5894	Pathway::PC7_7681
Gene::6582	Pathway::PC7_5848
Gene::5694	Pathway::PC7_5528
Gene::10284	Pathway::PC7_2570
Gene::23462	Pathway::PC7_5983
Gene::7249	Pathway::PC7_6175
Gene::5901	Pathway::PC7_4766
Gene::6118	Pathway::PC7_4105
Gene::10776	Pathway::PC7_5530
Gene::221955	Pathway::PC7_4449
Gene::84441	Pathway::PC7_7472
Gene::26133	Pathway::PC7_8066
Gene::5582	Pathway::PC7_4741
Gene::55326	Pathway::PC7_3882
Gene::409	Pathway::PC7_8264
Gene::81929	Pathway::PC7_6941
Gene::1956	Pathway::WP2643_r74251
Gene::8321	Pathway::WP2804_r79882
Gene::4848	Pathway::PC7_5327
Gene::6256	Pathway::PC7_6917
Gene::2255	Pathway::PC7_6898
Gene::2260	Pathway::PC7_7475
Gene::115509	Pathway::PC7_4112
Gene::5747	Pathway::PC7_4063
Gene::7335	Pathway::PC7_5779
Gene::114	Pathway::PC7_7444
Gene::192669	Pathway::PC7_5772
Gene::1548	Pathway::WP691_r79986
Gene::55757	Pathway::PC7_5680
Gene::5708	Pathway::PC7_4004
Gene::219927	Pathway::PC7_5524
Gene::4301	Pathway::PC7_7660
Gene::6814	Pathway::PC7_6512
Gene::1676	Pathway::WP314_r80438
Gene::3973	Pathway::PC7_7457
Gene::9759	Pathway::PC7_7488
Gene::3579	Pathway::PC7_4043
Gene::990	Pathway::PC7_2264
Gene::84694	Pathway::PC7_5887
Gene::259287	Pathway::PC7_3992
Gene::5686	Pathway::WP183_r81161
Gene::50852	Pathway::PC7_1563
Gene::4829	Pathway::PC7_3993
Gene::26258	Pathway::PC7_2630
Gene::5291	Pathway::PC7_2373
Gene::5714	Pathway::PC7_2833
Gene::1906	Pathway::PC7_6396
Gene::1437	Pathway::PC7_7719
Gene::4830	Pathway::PC7_1698
Gene::2628	Pathway::PC7_1629
Gene::5695	Pathway::PC7_8625
Gene::6283	Pathway::PC7_8803
Gene::8517	Pathway::WP231_r81070
Gene::3667	Pathway::PC7_3278
Gene::1621	Pathway::PC7_1625
Gene::6885	Pathway::PC7_8291
Gene::9520	Pathway::PC7_2623
Gene::4609	Pathway::WP428_r79854
Gene::29945	Pathway::PC7_6467
Gene::2047	Pathway::PC7_1863
Gene::815	Pathway::PC7_4771
Gene::25936	Pathway::PC7_5531
Gene::10886	Pathway::PC7_4107
Gene::4759	Pathway::PC7_7434
Gene::5563	Pathway::PC7_12079
Gene::2805	Pathway::PC7_1629
Gene::79603	Pathway::PC7_7651
Gene::2289	Pathway::WP2879_r79602
Gene::390538	Pathway::PC7_4043
Gene::51714	Pathway::WP28_r71888
Gene::834	Pathway::WP1772_r84701
Gene::8345	Pathway::PC7_5271
Gene::81620	Pathway::PC7_1816
Gene::53371	Pathway::PC7_4729
Gene::56953	Pathway::PC7_5994
Gene::26696	Pathway::PC7_6044
Gene::4001	Pathway::PC7_5049
Gene::5566	Pathway::PC7_2907
Gene::8648	Pathway::WP2873_r79696
Gene::28984	Pathway::PC7_3277
Gene::4350	Pathway::PC7_2950
Gene::6233	Pathway::PC7_4085
Gene::3956	Pathway::PC7_6892
Gene::51121	Pathway::PC7_5327
Gene::9688	Pathway::PC7_3278
Gene::57104	Pathway::PC7_6462
Gene::2792	Pathway::PC7_7439
Gene::4538	Pathway::PC7_8229
Gene::3355	Pathway::PC7_7439
Gene::644414	Pathway::PC7_3046
Gene::9493	Pathway::PC7_4887
Gene::23135	Pathway::PC7_2570
Gene::200734	Pathway::PC7_7494
Gene::22916	Pathway::PC7_8609
Gene::6202	Pathway::PC7_2469
Gene::9690	Pathway::PC7_4688
Gene::7710	Pathway::PC7_4116
Gene::1191	Pathway::PC7_8678
Gene::3696	Pathway::WP185_r80036
Gene::6206	Pathway::PC7_4729
Gene::57761	Pathway::PC7_2925
Gene::5689	Pathway::PC7_6897
Gene::6201	Pathway::PC7_4727
Gene::1510	Pathway::PC7_1563
Gene::4485	Pathway::WP2377_r80437
Gene::90701	Pathway::PC7_7768
Gene::51128	Pathway::PC7_4992
Gene::4086	Pathway::WP2895_r79216
Gene::6636	Pathway::PC7_4112
Gene::5700	Pathway::PC7_5324
Gene::6095	Pathway::PC7_5322
Gene::2793	Pathway::PC7_6515
Gene::5062	Pathway::PC7_5871
Gene::23563	Pathway::PC7_2500
Gene::8648	Pathway::PC7_2090
Gene::6118	Pathway::PC7_2950
Gene::5594	Pathway::PC7_2392
Gene::6204	Pathway::PC7_5972
Gene::7514	Pathway::PC7_7707
Gene::378884	Pathway::PC7_3278
Gene::6195	Pathway::PC7_8288
Gene::4922	Pathway::PC7_4107
Gene::2932	Pathway::PC7_7478
Gene::3570	Pathway::PC7_4688
Gene::3159	Pathway::PC7_4755
Gene::4214	Pathway::PC7_2506
Gene::6427	Pathway::PC7_8317
Gene::130013	Pathway::PC7_8432
Gene::2773	Pathway::PC7_7043
Gene::4233	Pathway::PC7_7660
Gene::8822	Pathway::PC7_3278
Gene::23229	Pathway::PC7_7463
Gene::7046	Pathway::PC7_7439
Gene::5529	Pathway::PC7_5530
Gene::3640	Pathway::PC7_6396
Gene::5695	Pathway::PC7_6930
Gene::7132	Pathway::PC7_2535
Gene::133522	Pathway::PC7_6057
Gene::1977	Pathway::PC7_6175
Gene::2657	Pathway::PC7_7464
Gene::84658	Pathway::PC7_7457
Gene::51433	Pathway::PC7_2623
Gene::5719	Pathway::PC7_1563
Gene::5368	Pathway::PC7_7439
Gene::2911	Pathway::PC7_7439
Gene::27429	Pathway::WP2371_r84649
Gene::65003	Pathway::PC7_5524
Gene::9337	Pathway::PC7_5324
Gene::10454	Pathway::PC7_3807
Gene::83737	Pathway::PC7_8680
Gene::4173	Pathway::PC7_5530
Gene::5407	Pathway::PC7_5322
Gene::6722	Pathway::WP1991_r82940
Gene::5321	Pathway::PC7_1559
Gene::9020	Pathway::WP1434_r78545
Gene::10898	Pathway::PC7_4727
Gene::1240	Pathway::WP455_r81793
Gene::2778	Pathway::PC7_3994
Gene::2778	Pathway::PC7_6909
Gene::3836	Pathway::PC7_3278
Gene::1504	Pathway::PC7_3777
Gene::6794	Pathway::PC7_1119
Gene::5925	Pathway::PC7_5534
Gene::474382	Pathway::PC7_7426
Gene::5715	Pathway::PC7_7483
Gene::6500	Pathway::WP231_r81070
Gene::9662	Pathway::PC7_5029
Gene::8170	Pathway::PC7_8339
Gene::3570	Pathway::WP364_r83783
Gene::3065	Pathway::PC7_5966
Gene::10418	Pathway::PC7_5999
Gene::2197	Pathway::PC7_8331
Gene::5435	Pathway::PC7_4368
Gene::387	Pathway::PC7_4000
Gene::8720	Pathway::WP1982_r79943
Gene::10111	Pathway::WP2377_r80437
Gene::80005	Pathway::PC7_4449
Gene::390195	Pathway::PC7_7457
Gene::79411	Pathway::PC7_4876
Gene::285659	Pathway::PC7_7457
Gene::2254	Pathway::PC7_4662
Gene::1385	Pathway::PC7_8678
Gene::1573	Pathway::PC7_5322
Gene::5568	Pathway::PC7_6909
Gene::3717	Pathway::PC7_6788
Gene::2071	Pathway::PC7_3960
Gene::11217	Pathway::WP35_r79952
Gene::7074	Pathway::PC7_6957
Gene::4927	Pathway::PC7_5707
Gene::10555	Pathway::PC7_8424
Gene::4907	Pathway::PC7_4340
Gene::5295	Pathway::PC7_4043
Gene::5292	Pathway::PC7_2170
Gene::9312	Pathway::PC7_8763
Gene::51764	Pathway::PC7_3999
Gene::221830	Pathway::PC7_5875
Gene::2309	Pathway::PC7_4745
Gene::54567	Pathway::WP2064_r79263
Gene::1848	Pathway::PC7_1517
Gene::5696	Pathway::PC7_8766
Gene::840	Pathway::WP1433_r83527
Gene::92595	Pathway::PC7_4112
Gene::4325	Pathway::PC7_3777
Gene::100293534	Pathway::PC7_6880
Gene::5704	Pathway::PC7_2265
Gene::1407	Pathway::WP3594_r84573
Gene::5170	Pathway::PC7_4749
Gene::118424	Pathway::WP2371_r84649
Gene::8343	Pathway::PC7_6315
Gene::5595	Pathway::PC7_6883
Gene::2523	Pathway::WP1424_r83526
Gene::51284	Pathway::PC7_8056
Gene::26271	Pathway::PC7_5532
Gene::10849	Pathway::PC7_6790
Gene::3725	Pathway::PC7_8291
Gene::285220	Pathway::PC7_3416
Gene::5696	Pathway::PC7_7731
Gene::8440	Pathway::PC7_7491
Gene::8139	Pathway::PC7_2623
Gene::5700	Pathway::PC7_2706
Gene::10000	Pathway::PC7_7482
Gene::2069	Pathway::PC7_4012
Gene::5434	Pathway::PC7_4688
Gene::6582	Pathway::PC7_6060
Gene::177	Pathway::PC7_5558
Gene::6256	Pathway::PC7_3664
Gene::6632	Pathway::PC7_4112
Gene::5291	Pathway::PC7_4043
Gene::1836	Pathway::PC7_5322
Gene::25936	Pathway::PC7_5527
Gene::23198	Pathway::PC7_2278
Gene::2533	Pathway::PC7_4688
Gene::2817	Pathway::PC7_3280
Gene::340267	Pathway::PC7_3777
Gene::5706	Pathway::PC7_4112
Gene::3375	Pathway::PC7_4043
Gene::685	Pathway::PC7_2925
Gene::2048	Pathway::PC7_3420
Gene::6175	Pathway::PC7_4727
Gene::5439	Pathway::PC7_4948
Gene::6429	Pathway::PC7_4112
Gene::4303	Pathway::PC7_6994
Gene::8828	Pathway::PC7_8659
Gene::1292	Pathway::PC7_7439
Gene::1478	Pathway::PC7_6593
Gene::140456	Pathway::PC7_2623
Gene::6119	Pathway::PC7_2951
Gene::2535	Pathway::PC7_11018
Gene::4331	Pathway::PC7_8321
Gene::8324	Pathway::PC7_5969
Gene::9956	Pathway::PC7_3018
Gene::8672	Pathway::PC7_2907
Gene::9612	Pathway::PC7_2681
Gene::491	Pathway::PC7_4449
Gene::11112	Pathway::PC7_5322
Gene::5601	Pathway::PC7_6141
Gene::56979	Pathway::PC7_5271
Gene::6697	Pathway::PC7_5322
Gene::3159	Pathway::PC7_610
Gene::3567	Pathway::PC7_4628
Gene::79003	Pathway::PC7_6941
Gene::5728	Pathway::PC7_1877
Gene::5605	Pathway::PC7_8634
Gene::126961	Pathway::PC7_6815
Gene::5094	Pathway::PC7_4688
Gene::143471	Pathway::PC7_5527
Gene::4690	Pathway::PC7_8665
Gene::10752	Pathway::PC7_2301
Gene::8826	Pathway::PC7_4754
Gene::3801	Pathway::PC7_2541
Gene::5270	Pathway::PC7_3958
Gene::887	Pathway::WP2597_r78485
Gene::5607	Pathway::PC7_7463
Gene::5880	Pathway::PC7_6957
Gene::23411	Pathway::WP138_r79958
Gene::7314	Pathway::PC7_8325
Gene::5710	Pathway::PC7_4467
Gene::5727	Pathway::WP2804_r79882
Gene::9846	Pathway::PC7_4612
Gene::8368	Pathway::PC7_7484
Gene::5315	Pathway::PC7_4207
Gene::6137	Pathway::PC7_5973
Gene::488	Pathway::PC7_4449
Gene::8787	Pathway::WP536_r80211
Gene::1956	Pathway::WP2586_r79995
Gene::9818	Pathway::PC7_8343
Gene::53826	Pathway::PC7_4791
Gene::118429	Pathway::PC7_8634
Gene::1213	Pathway::PC7_8775
Gene::596	Pathway::PC7_1684
Gene::5716	Pathway::PC7_6054
Gene::2768	Pathway::PC7_6542
Gene::9913	Pathway::PC7_8677
Gene::3452	Pathway::PC7_4772
Gene::1671	Pathway::PC7_3046
Gene::150094	Pathway::WP3594_r84573
Gene::121504	Pathway::PC7_7426
Gene::7137	Pathway::WP2406_r73324
Gene::4851	Pathway::PC7_4112
Gene::4041	Pathway::WP2804_r79882
Gene::51305	Pathway::WP1602_r78486
Gene::8703	Pathway::PC7_6540
Gene::51497	Pathway::PC7_3653
Gene::7042	Pathway::PC7_1178
Gene::6366	Pathway::PC7_7439
Gene::4946	Pathway::PC7_1855
Gene::10382	Pathway::WP2359_r72121
Gene::5720	Pathway::PC7_3326
Gene::50488	Pathway::PC7_2529
Gene::5608	Pathway::PC7_3798
Gene::388	Pathway::WP2064_r79263
Gene::3444	Pathway::PC7_4772
Gene::11116	Pathway::PC7_2534
Gene::5700	Pathway::PC7_6915
Gene::10109	Pathway::PC7_6740
Gene::2624	Pathway::WP236_r80209
Gene::10197	Pathway::PC7_7483
Gene::5686	Pathway::PC7_8766
Gene::54490	Pathway::PC7_6433
Gene::1553	Pathway::PC7_6432
Gene::7323	Pathway::PC7_5878
Gene::55808	Pathway::WP1424_r83526
Gene::23263	Pathway::PC7_5893
Gene::7706	Pathway::PC7_5878
Gene::8339	Pathway::PC7_6072
Gene::2792	Pathway::PC7_1577
Gene::6483	Pathway::WP1423_r79812
Gene::3360	Pathway::PC7_1624
Gene::5714	Pathway::PC7_2951
Gene::5702	Pathway::PC7_2952
Gene::1398	Pathway::PC7_8664
Gene::79411	Pathway::PC7_4415
Gene::6469	Pathway::PC7_4440
Gene::51704	Pathway::WP501_r79715
Gene::3123	Pathway::WP530_r79331
Gene::10621	Pathway::PC7_6810
Gene::8398	Pathway::PC7_4688
Gene::5879	Pathway::WP2380_r79953
Gene::1017	Pathway::WP179_r70629
Gene::6654	Pathway::PC7_7788
Gene::23389	Pathway::PC7_3084
Gene::653604	Pathway::PC7_7483
Gene::286451	Pathway::PC7_2630
Gene::3596	Pathway::WP2328_r84648
Gene::50852	Pathway::PC7_7446
Gene::9320	Pathway::PC7_1563
Gene::1174	Pathway::PC7_8234
Gene::90576	Pathway::PC7_4116
Gene::4790	Pathway::WP2804_r79882
Gene::5985	Pathway::PC7_8321
Gene::2652	Pathway::PC7_6947
Gene::5605	Pathway::PC7_7475
Gene::5604	Pathway::WP195_r79965
Gene::84188	Pathway::PC7_5326
Gene::3015	Pathway::PC7_7272
Gene::63931	Pathway::PC7_5522
Gene::57007	Pathway::PC7_3992
Gene::7030	Pathway::PC7_3362
Gene::79595	Pathway::PC7_5966
Gene::2167	Pathway::PC7_1123
Gene::25873	Pathway::PC7_5327
Gene::4173	Pathway::WP45_r80001
Gene::2255	Pathway::WP51_r79977
Gene::10111	Pathway::PC7_6895
Gene::5607	Pathway::WP382_r79951
Gene::23035	Pathway::PC7_4741
Gene::5518	Pathway::PC7_8054
Gene::1793	Pathway::PC7_3869
Gene::4851	Pathway::PC7_5783
Gene::8351	Pathway::PC7_11610
Gene::6772	Pathway::PC7_4306
Gene::9402	Pathway::PC7_4820
Gene::84172	Pathway::PC7_6795
Gene::5566	Pathway::PC7_7269
Gene::8648	Pathway::PC7_8676
Gene::1280	Pathway::WP306_r80308
Gene::915	Pathway::PC7_7786
Gene::5519	Pathway::PC7_2927
Gene::3682	Pathway::PC7_4758
Gene::7314	Pathway::PC7_4112
Gene::4646	Pathway::PC7_4103
Gene::2784	Pathway::PC7_8701
Gene::24	Pathway::PC7_8339
Gene::57804	Pathway::PC7_5509
Gene::7381	Pathway::WP111_r82216
Gene::127066	Pathway::PC7_7439
Gene::5424	Pathway::WP186_r68935
Gene::259	Pathway::PC7_2095
Gene::23595	Pathway::PC7_7024
Gene::1263	Pathway::PC7_3277
Gene::207	Pathway::WP1449_r81172
Gene::388552	Pathway::PC7_2630
Gene::390321	Pathway::PC7_4043
Gene::2534	Pathway::PC7_3416
Gene::894	Pathway::PC7_2521
Gene::144245	Pathway::PC7_1750
Gene::5695	Pathway::PC7_3061
Gene::8850	Pathway::PC7_12271
Gene::5434	Pathway::PC7_8317
Gene::3912	Pathway::WP306_r80308
Gene::50937	Pathway::PC7_7498
Gene::5062	Pathway::PC7_3885
Gene::23607	Pathway::PC7_5881
Gene::1297	Pathway::PC7_2668
Gene::283869	Pathway::PC7_7457
Gene::64167	Pathway::PC7_1563
Gene::5689	Pathway::PC7_4365
Gene::9631	Pathway::PC7_7290
Gene::7091	Pathway::PC7_1118
Gene::5690	Pathway::PC7_1629
Gene::5296	Pathway::PC7_6512
Gene::3265	Pathway::PC7_1563
Gene::5581	Pathway::PC7_4449
Gene::55033	Pathway::PC7_4657
Gene::8310	Pathway::PC7_6403
Gene::4363	Pathway::PC7_5326
Gene::5159	Pathway::PC7_6157
Gene::7850	Pathway::WP382_r79951
Gene::6522	Pathway::PC7_7290
Gene::6484	Pathway::PC7_4874
Gene::7204	Pathway::PC7_5884
Gene::2621	Pathway::PC7_6310
Gene::7321	Pathway::PC7_4112
Gene::7782	Pathway::WP3529_r84285
Gene::2793	Pathway::PC7_984
Gene::23586	Pathway::PC7_8057
Gene::7539	Pathway::PC7_4116
Gene::113	Pathway::PC7_5772
Gene::57154	Pathway::PC7_1563
Gene::1638	Pathway::WP2064_r79263
Gene::85465	Pathway::WP28_r71888
Gene::1022	Pathway::PC7_6791
Gene::6416	Pathway::WP1544_r84696
Gene::5581	Pathway::PC7_3278
Gene::5432	Pathway::PC7_4728
Gene::701	Pathway::PC7_2519
Gene::140735	Pathway::PC7_1524
Gene::516	Pathway::PC7_5517
Gene::2949	Pathway::WP702_r73516
Gene::81620	Pathway::PC7_5528
Gene::8387	Pathway::PC7_7439
Gene::11184	Pathway::PC7_7494
Gene::4060	Pathway::PC7_2500
Gene::5627	Pathway::PC7_6310
Gene::8480	Pathway::PC7_8710
Gene::4998	Pathway::PC7_7731
Gene::2475	Pathway::PC7_7448
Gene::1511	Pathway::WP554_r84372
Gene::3115	Pathway::PC7_2907
Gene::4928	Pathway::PC7_5707
Gene::4628	Pathway::WP51_r79977
Gene::57510	Pathway::PC7_4112
Gene::4208	Pathway::WP2029_r82903
Gene::9542	Pathway::PC7_7478
Gene::3135	Pathway::PC7_1671
Gene::5563	Pathway::WP1403_r79471
Gene::54386	Pathway::WP666_r68893
Gene::826	Pathway::PC7_3777
Gene::6657	Pathway::WP2857_r80151
Gene::115	Pathway::PC7_8340
Gene::5440	Pathway::PC7_6799
Gene::111	Pathway::PC7_3325
Gene::84876	Pathway::PC7_6515
Gene::207	Pathway::PC7_4053
Gene::8038	Pathway::PC7_7439
Gene::5557	Pathway::PC7_2952
Gene::2632	Pathway::PC7_3278
Gene::355	Pathway::PC7_3876
Gene::10762	Pathway::PC7_8343
Gene::3654	Pathway::PC7_3663
Gene::5741	Pathway::WP322_r79496
Gene::5575	Pathway::PC7_7445
Gene::27230	Pathway::PC7_8631
Gene::2769	Pathway::PC7_7457
Gene::2953	Pathway::WP2884_r83041
Gene::8312	Pathway::WP2870_r79555
Gene::3558	Pathway::PC7_4043
Gene::1445	Pathway::PC7_7788
Gene::5708	Pathway::PC7_7024
Gene::255919	Pathway::PC7_3072
Gene::983	Pathway::WP2516_r84490
Gene::10381	Pathway::PC7_2541
Gene::9181	Pathway::PC7_6894
Gene::56924	Pathway::WP51_r79977
Gene::2002	Pathway::PC7_1987
Gene::1006	Pathway::PC7_1573
Gene::847	Pathway::WP176_r82704
Gene::91869	Pathway::PC7_2100
Gene::5521	Pathway::PC7_1213
Gene::3297	Pathway::PC7_4416
Gene::6868	Pathway::PC7_1684
Gene::5226	Pathway::WP134_r82700
Gene::9677	Pathway::PC7_5322
Gene::3678	Pathway::PC7_7721
Gene::26281	Pathway::PC7_3328
Gene::7538	Pathway::PC7_5324
Gene::5699	Pathway::PC7_5531
Gene::23112	Pathway::PC7_6149
Gene::2243	Pathway::PC7_6514
Gene::56983	Pathway::PC7_6563
Gene::1719	Pathway::PC7_2521
Gene::6401	Pathway::PC7_4161
Gene::2274	Pathway::PC7_5322
Gene::22861	Pathway::PC7_5995
Gene::3020	Pathway::PC7_8326
Gene::54567	Pathway::PC7_7473
Gene::7318	Pathway::PC7_5878
Gene::6229	Pathway::PC7_3972
Gene::5931	Pathway::PC7_4440
Gene::10714	Pathway::PC7_6932
Gene::1871	Pathway::PC7_6072
Gene::2869	Pathway::WP289_r81078
Gene::9564	Pathway::WP185_r80036
Gene::846	Pathway::PC7_3359
Gene::122618	Pathway::PC7_4741
Gene::995	Pathway::PC7_4008
Gene::8364	Pathway::PC7_6797
Gene::2531	Pathway::PC7_7651
Gene::4686	Pathway::PC7_3968
Gene::5230	Pathway::PC7_4269
Gene::64131	Pathway::WP2431_r84650
Gene::875	Pathway::PC7_2890
Gene::152831	Pathway::PC7_5876
Gene::5158	Pathway::PC7_8231
Gene::6383	Pathway::PC7_3415
Gene::1808	Pathway::PC7_1863
Gene::1387	Pathway::PC7_8053
Gene::11328	Pathway::PC7_6642
Gene::255626	Pathway::PC7_7784
Gene::136371	Pathway::PC7_1672
Gene::9261	Pathway::PC7_1517
Gene::5693	Pathway::PC7_1521
Gene::84643	Pathway::PC7_4449
Gene::8968	Pathway::PC7_1655
Gene::107	Pathway::PC7_3670
Gene::1728	Pathway::WP2586_r79995
Gene::57522	Pathway::PC7_4692
Gene::167227	Pathway::PC7_5324
Gene::567	Pathway::PC7_4594
Gene::8480	Pathway::PC7_5049
Gene::115196	Pathway::PC7_4112
Gene::5689	Pathway::PC7_1118
Gene::23521	Pathway::PC7_3963
Gene::1514	Pathway::PC7_1671
Gene::2567	Pathway::PC7_4016
Gene::5494	Pathway::PC7_4583
Gene::5320	Pathway::PC7_1561
Gene::1950	Pathway::WP2828_r79529
Gene::6628	Pathway::PC7_6535
Gene::2064	Pathway::PC7_7475
Gene::5600	Pathway::PC7_2968
Gene::23405	Pathway::PC7_8680
Gene::3351	Pathway::PC7_4044
